"","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",0.9999,1,999,1,999,0.801317446478737,999,0.801317446478737,999
"2",0.9999,1,13,1,13,0.0122119895201097,999,0.0122119895201097,999
"3",0.9999,1,999,1,999,0.161091243635635,999,0.161091243635635,999
"4",0.9999,1,999,1,999,0.23124330339488,999,0.23124330339488,999
"5",0.9999,1,999,1,999,0.667891296128432,999,0.667891296128432,999
"6",0.9999,0.998998998998999,999,0.998996990972919,997,0.559273367343239,999,0.558072166142038,999
"7",0.9999,1,999,1,999,0.668022465674177,999,0.668022465674177,999
"8",0.9999,1,999,1,999,0.274641264424151,999,0.274641264424151,999
"9",0.9999,0.998998998998999,999,0.998996990972919,997,0.716162511864661,999,0.71471590396644,999
"10",0.9999,1,999,1,999,0.139943228477814,999,0.139943228477814,999
"11",0.9999,0.998998998998999,999,0.998996990972919,997,0.366434718158856,999,0.364915958019406,999
"12",0.9999,0.998998998998999,999,0.998996990972919,997,0.715246223164486,999,0.713799615266265,999
"13",0.9999,1,999,1,999,0.803071414288816,999,0.803071414288816,999
"14",0.9999,1,999,1,999,0.652308871288942,999,0.652308871288942,999
"15",0.9999,1,999,1,999,0.930201317372248,999,0.930201317372248,999
"16",0.9999,0.998998998998999,999,0.998996990972919,997,0.280267089672244,999,0.279593605127791,999
"17",0.9999,0.997997997997998,999,0.997989949748744,995,0.319096761849874,999,0.316652156286361,999
"18",0.9999,1,999,1,999,0.787209817966214,999,0.787209817966214,999
"19",0.9999,1,999,1,999,0.782411331743924,999,0.782411331743924,999
"20",0.9999,1,999,1,999,0.696411555365949,999,0.696411555365949,999
"21",0.9999,1,999,1,999,0.774962555607717,999,0.774962555607717,999
"22",0.9999,1,999,1,999,0.7754310997915,999,0.7754310997915,999
"23",0.9999,1,999,1,999,0.768999681323251,999,0.768999681323251,999
"24",0.9999,1,999,1,999,0.781709422755029,999,0.781709422755029,999
"25",0.9999,1,999,1,999,0.568979621961446,999,0.568979621961446,999
"26",0.9999,0.998998998998999,999,0.998996990972919,997,0.615270947417098,999,0.614483062758246,999
"27",0.9999,1,999,1,999,0.77481530473744,999,0.77481530473744,999
"28",0.9999,1,999,1,999,0.788073353293969,999,0.788073353293969,999
"29",0.9999,1,999,1,999,0.65018465233519,999,0.65018465233519,999
"30",0.9999,0.998998998998999,999,0.998996990972919,997,0.567794018832944,999,0.566440941617798,999
"31",0.9999,0.998998998998999,999,0.998996990972919,997,0.680969764216788,999,0.679548988602464,999
"32",0.9999,0.995995995995996,999,0.995963673057518,991,0.263250962844043,999,0.259118527908434,999
"33",0.9999,1,999,1,999,0.775894073001971,999,0.775894073001971,999
"34",0.9999,1,999,1,999,0.903901110973784,999,0.903901110973784,999
