"","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",0.9999,1,48,1,48,0.758976464148878,48,0.758976464148878,48
"2",0.9999,1,12,1,12,0.0803170860642125,48,0.0803170860642125,48
"3",0.9999,1,48,1,48,0.486103333660805,48,0.486103333660805,48
"4",0.9999,1,19,1,19,0.146732724428803,48,0.146732724428803,48
"5",0.9999,1,45,1,45,0.661860290093049,48,0.661860290093049,48
"6",0.9999,0.916666666666667,12,0.9,10,0.0676306062439759,47,0.0470632303574511,47
"7",0.9999,1,5,1,5,0.0933657224418094,48,0.0933657224418094,48
"8",0.9999,NA,0,NA,0,0,48,0,48
"9",0.9999,0.973684210526316,38,0.972222222222222,36,0.162355467946366,46,0.155254018671004,46
"10",0.9999,1,39,1,39,0.720543345543346,48,0.720543345543346,48
"11",0.9999,0.9,10,0.875,8,0.117428774928775,48,0.0878133903133903,48
"12",0.9999,0.923076923076923,26,0.956521739130435,23,0.192481493870072,47,0.171630430040284,47
"13",0.9999,0.952380952380952,21,0.947368421052632,19,0.212602601424584,47,0.193904986982289,47
"14",0.9999,0.636363636363636,11,0.6,5,0.0663727576771055,46,0.0263504611330698,46
"15",0.9999,1,16,1,16,0.0991473191840839,48,0.0991473191840839,48
"16",0.9999,0.888888888888889,9,0.857142857142857,7,0.110987452264048,47,0.0787391646966115,47
"17",0.9999,0.666666666666667,6,0.666666666666667,3,0.0425661295226513,46,0.0158102766798419,46
"18",0.9999,1,26,1,26,0.154058288285283,47,0.154058288285283,47
"19",0.9999,0.956521739130435,23,0.956521739130435,23,0.0981642417883837,48,0.0981642417883837,48
"20",0.9999,1,19,1,19,0.240809544722588,48,0.240809544722588,48
"21",0.9999,1,48,1,48,0.30673019546208,48,0.30673019546208,48
"22",0.9999,0.974358974358974,39,0.972972972972973,37,0.220538563445212,47,0.207681769957457,47
"23",0.9999,0.5,2,0,1,0.0138888888888889,48,0,48
"24",0.9999,1,1,1,1,0.0196078431372549,48,0.0196078431372549,48
