"","trace_name","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","100573139186",0.9999,NA,0,NA,0,0,20,0,20
"2","100634133013",0.9999,1,20,1,20,0.770909090909091,20,0.770909090909091,20
"3","101202077613",0.9999,1,20,1,20,0.55,20,0.55,20
"4","101204152121",0.9999,1,20,1,20,0.691841491841492,20,0.691841491841492,20
"5","101405093015",0.9999,0.85,20,0.8125,16,0.453544061302682,20,0.359838533114395,20
"6","101418940768",0.9999,1,20,1,20,0.453571428571429,20,0.453571428571429,20
"7","10164126649",0.9999,NA,0,NA,0,0,20,0,20
"8","102401999204",0.9999,NA,0,NA,0,0,20,0,20
"9","102429444863",0.9999,1,20,1,20,0.737171717171717,20,0.737171717171717,20
"10","102611979552",0.9999,NA,0,NA,0,0,20,0,20
"11","10267490604",0.9999,1,20,1,20,0.5,20,0.5,20
"12","102713757480",0.9999,NA,0,NA,0,0,20,0,20
"13","102758699654",0.9999,1,20,1,20,0.752727272727273,20,0.752727272727273,20
"14","102758699658",0.9999,1,20,1,20,0.874767801857585,20,0.874767801857585,20
"15","102758699689",0.9999,0.95,20,0.944444444444444,18,0.587965367965368,20,0.532727272727273,20
"16","102944072173",0.9999,1,20,1,20,0.462936507936508,20,0.462936507936508,20
"17","103239552242",0.9999,1,20,1,20,0.705882352941177,20,0.705882352941177,20
"18","103348543164",0.9999,1,20,1,20,0.507142857142857,20,0.507142857142857,20
"19","103393058467",0.9999,1,20,1,20,0.766349206349206,20,0.766349206349206,20
"20","103401520729",0.9999,0.95,20,0.944444444444444,18,0.678151260504202,20,0.607563025210084,20
"21","104019586550",0.9999,NA,0,NA,0,0,20,0,20
"22","104019651458",0.9999,1,20,1,20,0.585714285714286,20,0.585714285714286,20
"23","104079448420",0.9999,1,20,1,20,0.683756684491979,20,0.683756684491979,20
"24","104216904807",0.9999,1,20,1,20,0.755,20,0.755,20
"25","104894291782",0.9999,NA,0,NA,0,0,20,0,20
"26","104894340344",0.9999,1,14,1,14,0.330555555555556,20,0.330555555555556,20
"27","104980495852",0.9999,1,20,1,20,0.87989010989011,20,0.87989010989011,20
"28","104987229067",0.9999,1,20,1,20,0.814736842105263,20,0.814736842105263,20
"29","105178781406",0.9999,1,20,1,20,0.708088235294118,20,0.708088235294118,20
"30","105178838586",0.9999,1,20,1,20,0.755,20,0.755,20
"31","105178866747",0.9999,1,20,1,20,0.773571428571429,20,0.773571428571429,20
"32","105225300429",0.9999,1,20,1,20,0.64039294039294,20,0.64039294039294,20
"33","105605208524",0.9999,1,12,1,12,0.352380952380952,20,0.352380952380952,20
"34","105709742814",0.9999,1,20,1,20,0.555666666666667,20,0.555666666666667,20
"35","105754474627",0.9999,1,20,1,20,0.620512820512821,20,0.620512820512821,20
"36","105797281207",0.9999,1,20,1,20,0.705019392372334,20,0.705019392372334,20
"37","105815933568",0.9999,0.95,20,0.944444444444444,18,0.588058608058608,20,0.501904761904762,20
"38","10581842827",0.9999,1,20,1,20,0.846153846153846,20,0.846153846153846,20
"39","105863486102",0.9999,1,20,1,20,0.47385690161232,20,0.47385690161232,20
"40","106048950576",0.9999,0.9,20,0.875,16,0.500851667252596,20,0.364534157792672,20
"41","106101143855",0.9999,NA,0,NA,0,0,20,0,20
"42","106491229080",0.9999,NA,0,NA,0,0,20,0,20
"43","106692362786",0.9999,NA,0,NA,0,0,20,0,20
"44","106692362791",0.9999,NA,0,NA,0,0,20,0,20
"45","106707980644",0.9999,0.714285714285714,7,0.5,4,0.175438596491228,19,0.0789473684210526,19
"46","107352173010",0.9999,1,20,1,20,0.603659059969405,20,0.603659059969405,20
"47","108205866729",0.9999,0.9,20,0.875,16,0.530454545454546,20,0.423787878787879,20
"48","108528386682",0.9999,NA,0,NA,0,0,20,0,20
"49","108941968254",0.9999,0.95,20,0.95,20,0.496657509157509,20,0.496657509157509,20
"50","108985438194",0.9999,0.9,20,0.875,16,0.395384615384615,20,0.302051282051282,20
"51","109065838390",0.9999,1,20,1,20,0.634245754245754,20,0.634245754245754,20
"52","109065838487",0.9999,1,20,1,20,0.7525,20,0.7525,20
"53","109070622441",0.9999,1,20,1,20,0.609523809523809,20,0.609523809523809,20
"54","109070622548",0.9999,1,20,1,20,0.767272727272727,20,0.767272727272727,20
"55","109089182555",0.9999,1,20,1,20,0.894826281389749,20,0.894826281389749,20
"56","109667955012",0.9999,1,20,1,20,0.545,20,0.545,20
"57","109830747155",0.9999,1,20,1,20,0.503571428571429,20,0.503571428571429,20
"58","109978936864",0.9999,1,20,1,20,0.55,20,0.55,20
"59","110303727132",0.9999,0.9,20,0.875,16,0.68094193817878,20,0.522846700083542,20
"60","110656940330",0.9999,1,20,1,20,0.242364532019704,20,0.242364532019704,20
"61","110696562506",0.9999,1,20,1,20,0.512698412698413,20,0.512698412698413,20
"62","110696618585",0.9999,1,20,1,20,0.763636363636364,20,0.763636363636364,20
"63","110754301117",0.9999,1,20,1,20,0.754814704746055,20,0.754814704746055,20
"64","110952388661",0.9999,0.9,20,0.875,16,0.655860805860806,20,0.517619047619048,20
"65","111481625123",0.9999,1,20,1,20,0.802105263157895,20,0.802105263157895,20
"66","111486276655",0.9999,1,20,1,20,0.365454545454545,20,0.365454545454545,20
"67","111504101899",0.9999,1,20,1,20,0.770152654363181,20,0.770152654363181,20
"68","111741365039",0.9999,1,20,1,20,0.602545787545788,20,0.602545787545788,20
"69","111741365060",0.9999,1,20,1,20,0.517857142857143,20,0.517857142857143,20
"70","111741372273",0.9999,1,1,1,1,0.05,20,0.05,20
"71","111741372280",0.9999,1,20,1,20,0.7725,20,0.7725,20
"72","111747303699",0.9999,1,20,1,20,0.314264705882353,20,0.314264705882353,20
"73","111750468124",0.9999,1,20,1,20,0.669363969363969,20,0.669363969363969,20
"74","111751851984",0.9999,1,20,1,20,0.623809523809524,20,0.623809523809524,20
"75","111825040209",0.9999,1,20,1,20,0.444545454545455,20,0.444545454545455,20
"76","112011687528",0.9999,0.666666666666667,6,0.75,4,0.111111111111111,20,0.0666666666666667,20
"77","112018106587",0.9999,0.5,4,0.5,2,0.04,20,0.02,20
"78","112317945950",0.9999,1,20,1,20,0.576190476190476,20,0.576190476190476,20
"79","112433896491",0.9999,1,7,1,7,0.238888888888889,20,0.238888888888889,20
"80","112433896497",0.9999,NA,0,NA,0,0,20,0,20
"81","112457790777",0.9999,1,20,1,20,0.458333333333333,20,0.458333333333333,20
"82","112457885426",0.9999,1,20,1,20,0.417142857142857,20,0.417142857142857,20
"83","112458020028",0.9999,0.9375,16,0.928571428571429,14,0.516111111111111,20,0.453888888888889,20
"84","112465337059",0.9999,1,20,1,20,0.644055944055944,20,0.644055944055944,20
"85","112465337069",0.9999,1,20,1,20,0.730909090909091,20,0.730909090909091,20
"86","112479993016",0.9999,1,20,1,20,0.444444444444444,20,0.444444444444444,20
