"","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",0.9999,1,33,1,33,0.776275065930238,33,0.776275065930238,33
"2",0.9999,1,6,1,6,0.0749959916626583,33,0.0749959916626583,33
"3",0.9999,1,33,1,33,0.394620687954021,33,0.394620687954021,33
"4",0.9999,1,13,1,13,0.15971250971251,33,0.15971250971251,33
"5",0.9999,1,30,1,30,0.647042399915963,33,0.647042399915963,33
"6",0.9999,0.875,16,0.846153846153846,13,0.15392978493665,32,0.102888118269983,32
"7",0.9999,1,3,1,3,0.072631452868607,33,0.072631452868607,33
"8",0.9999,NA,0,NA,0,0,33,0,33
"9",0.9999,0.833333333333333,18,0.933333333333333,15,0.130781994728864,31,0.0985239302127348,31
"10",0.9999,1,31,1,31,0.839308839308839,33,0.839308839308839,33
"11",0.9999,1,9,1,9,0.172442372442372,33,0.172442372442372,33
"12",0.9999,0.8,20,0.846153846153846,13,0.194697871572872,32,0.138815836940837,32
"13",0.9999,0.916666666666667,12,0.9,10,0.195739165057882,32,0.170937577756295,32
"14",0.9999,0.636363636363636,11,0.666666666666667,6,0.0878462039752362,31,0.0577386770935158,31
"15",0.9999,1,9,1,9,0.0827806180747357,33,0.0827806180747357,33
"16",0.9999,0.857142857142857,7,0.8,5,0.111745014245014,32,0.0923219373219373,32
"17",0.9999,0.75,4,0.5,2,0.052605459057072,31,0.00992555831265509,31
"18",0.9999,1,18,1,18,0.188581704995211,32,0.188581704995211,32
"19",0.9999,1,1,1,1,0.00673400673400673,33,0.00673400673400673,33
"20",0.9999,1,17,1,17,0.32601714783533,33,0.32601714783533,33
"21",0.9999,0.96969696969697,33,0.96969696969697,33,0.175362017209843,32,0.175362017209843,32
"22",0.9999,0.966666666666667,30,0.964285714285714,28,0.248321680435648,32,0.239393109007077,32
"23",0.9999,NA,0,NA,0,0,33,0,33
"24",0.9999,NA,0,NA,0,0,33,0,33
"25",0.9999,0.84,25,0.894736842105263,19,0.226183815917671,32,0.194277303312629,32
"26",0.9999,0.925925925925926,27,0.96,25,0.476841168091168,32,0.446841168091168,32
"27",0.9999,1,19,1,19,0.0876680113879696,33,0.0876680113879696,33
"28",0.9999,1,13,1,13,0.142265723092957,33,0.142265723092957,33
"29",0.9999,0.666666666666667,6,0.333333333333333,3,0.0654545454545455,33,0.0290909090909091,33
"30",0.9999,1,31,1,31,0.284364210322188,33,0.284364210322188,33
"31",0.9999,1,15,1,15,0.267149704052305,33,0.267149704052305,33
"32",0.9999,0.9375,16,0.928571428571429,14,0.209992627625247,33,0.178630050808124,33
"33",0.9999,1,17,1,17,0.20159172458023,33,0.20159172458023,33
"34",0.9999,1,9,1,9,0.140032066698733,33,0.140032066698733,33
"35",0.9999,1,13,1,13,0.222929726498994,33,0.222929726498994,33
"36",0.9999,0.833333333333333,6,0.833333333333333,6,0.141129032258065,32,0.141129032258065,32
"37",0.9999,1,7,1,7,0.104588744588745,33,0.104588744588745,33
"38",0.9999,1,3,1,3,0.0303030303030303,33,0.0303030303030303,33
"39",0.9999,1,1,1,1,0.0288600288600289,33,0.0288600288600289,33
"40",0.9999,0.931034482758621,29,0.92,25,0.353614283155187,32,0.282138657331735,32
"41",0.9999,1,7,1,7,0.0758288702952735,33,0.0758288702952735,33
"42",0.9999,0.833333333333333,6,0.75,4,0.117710720651897,33,0.0643196672608437,33
"43",0.9999,0.96875,32,0.966666666666667,30,0.509064172388491,33,0.485923676520722,33
"44",0.9999,1,16,1,16,0.140702019311645,33,0.140702019311645,33
"45",0.9999,0.966666666666667,30,0.964285714285714,28,0.37679607936372,32,0.352391317458958,32
"46",0.9999,NA,0,NA,0,0,33,0,33
"47",0.9999,1,33,1,33,0.562654837897217,33,0.562654837897217,33
"48",0.9999,1,23,1,23,0.336118492130222,33,0.336118492130222,33
"49",0.9999,0.916666666666667,24,0.9,20,0.284006500098454,33,0.245905180387939,33
"50",0.9999,0.96969696969697,33,0.967741935483871,31,0.223124940146999,32,0.213852962125021,32
"51",0.9999,1,19,1,19,0.474400189182798,33,0.474400189182798,33
"52",0.9999,0.96,25,0.956521739130435,23,0.16584950973681,32,0.141234125121425,32
"53",0.9999,0.958333333333333,24,0.954545454545455,22,0.50855619887878,33,0.458159761385568,33
"54",0.9999,0.923076923076923,13,0.909090909090909,11,0.203936246914624,33,0.176230619208996,33
"55",0.9999,1,10,1,10,0.190910324243658,33,0.190910324243658,33
"56",0.9999,0.6,5,0.666666666666667,3,0.0639772727272727,32,0.0327272727272727,32
"57",0.9999,0.9,20,0.875,16,0.238179698564424,32,0.198396560162864,32
"58",0.9999,0.941176470588235,17,0.933333333333333,15,0.18871914732192,32,0.177355510958284,32
"59",0.9999,1,17,1,17,0.361486804806963,33,0.361486804806963,33
"60",0.9999,1,4,1,4,0.0728184096605149,33,0.0728184096605149,33
"61",0.9999,NA,0,NA,0,0,32,0,32
"62",0.9999,1,13,1,13,0.175413345273353,33,0.175413345273353,33
"63",0.9999,0.928571428571429,28,0.916666666666667,24,0.213617186481763,32,0.183947961335564,32
"64",0.9999,0.896551724137931,29,0.958333333333333,24,0.404540077020391,32,0.3636309861113,32
"65",0.9999,1,18,1,18,0.165501165501166,33,0.165501165501166,33
"66",0.9999,1,4,1,4,0.0617715617715618,33,0.0617715617715618,33
"67",0.9999,1,8,1,8,0.147854019118387,33,0.147854019118387,33
"68",0.9999,0.923076923076923,13,0.909090909090909,11,0.225904914389763,33,0.169496676163343,33
"69",0.9999,0.75,4,0.5,2,0.0780532598714417,33,0.0252525252525253,33
"70",0.9999,1,4,1,4,0.0740031897926635,33,0.0740031897926635,33
"71",0.9999,0.95,20,0.944444444444444,18,0.184272486772487,32,0.166084656084656,32
"72",0.9999,0.75,8,0.833333333333333,6,0.140416017886374,33,0.112867808519982,33
"73",0.9999,1,28,1,28,0.31418945753874,33,0.31418945753874,33
"74",0.9999,0.928571428571429,14,0.916666666666667,12,0.170690374440374,32,0.139440374440374,32
"75",0.9999,0.826086956521739,23,0.875,16,0.322552996651126,32,0.26681488801054,32
"76",0.9999,0.333333333333333,6,0,1,0.0396774193548387,31,0,31
"77",0.9999,0.8,15,0.777777777777778,9,0.113579444935869,32,0.0464154411764706,32
"78",0.9999,1,2,1,2,0.0251993620414673,33,0.0251993620414673,33
"79",0.9999,0.666666666666667,3,0.666666666666667,3,0.0475524475524476,33,0.0475524475524476,33
"80",0.9999,1,2,1,2,0.0507359307359307,33,0.0507359307359307,33
"81",0.9999,1,33,1,33,0.332759633866353,33,0.332759633866353,33
"82",0.9999,0.95,20,0.944444444444444,18,0.179754806833914,33,0.151332654273831,33
"83",0.9999,1,18,1,18,0.234410774410774,33,0.234410774410774,33
"84",0.9999,NA,0,NA,0,0,33,0,33
"85",0.9999,0.888888888888889,18,0.933333333333333,15,0.134602243634502,32,0.105381464413722,32
"86",0.9999,1,4,1,4,0.0365853339198927,32,0.0365853339198927,32
"87",0.9999,1,19,1,19,0.213695004448766,33,0.213695004448766,33
"88",0.9999,1,6,1,6,0.162393162393162,33,0.162393162393162,33
"89",0.9999,1,24,1,24,0.164656159906714,33,0.164656159906714,33
"90",0.9999,0.947368421052632,19,0.941176470588235,17,0.220798917083502,33,0.200082663639976,33
"91",0.9999,0.9375,16,0.928571428571429,14,0.237590010633489,32,0.216283192451671,32
"92",0.9999,1,3,1,3,0.0365889904756835,33,0.0365889904756835,33
"93",0.9999,1,3,1,3,0.067256415082502,33,0.067256415082502,33
"94",0.9999,0.9375,16,0.928571428571429,14,0.139101769208558,33,0.128481278588067,33
"95",0.9999,0.888888888888889,18,0.857142857142857,14,0.365390881519914,33,0.277334135398652,33
"96",0.9999,1,17,1,17,0.163558554735025,33,0.163558554735025,33
"97",0.9999,NA,0,NA,0,0,33,0,33
"98",0.9999,0.96875,32,0.966666666666667,30,0.394912319481285,32,0.348616023184989,32
"99",0.9999,0.878787878787879,33,0.892857142857143,28,0.658831198994242,32,0.583646013809057,32
"100",0.9999,1,32,1,32,0.555730211015763,33,0.555730211015763,33
"101",0.9999,1,14,1,14,0.218878535720115,33,0.218878535720115,33
"102",0.9999,0.941176470588235,17,0.9375,16,0.205867908035091,33,0.194323896491079,33
"103",0.9999,1,14,1,14,0.35211097146581,33,0.35211097146581,33
"104",0.9999,0.857142857142857,7,0.8,5,0.0990575396825397,32,0.0546130952380952,32
"105",0.9999,1,24,1,24,0.342530242171696,33,0.342530242171696,33
"106",0.9999,1,23,1,23,0.417951394235979,33,0.417951394235979,33
"107",0.9999,0.5,2,0.5,2,0.00833333333333333,32,0.00833333333333333,32
"108",0.9999,1,7,1,7,0.166036432703099,33,0.166036432703099,33
"109",0.9999,1,12,1,12,0.282633449989772,33,0.282633449989772,33
"110",0.9999,1,1,1,1,0.00865800865800866,33,0.00865800865800866,33
"111",0.9999,NA,0,NA,0,0,33,0,33
"112",0.9999,1,21,1,21,0.374274173435119,33,0.374274173435119,33
"113",0.9999,0.909090909090909,33,0.931034482758621,29,0.494435515520958,32,0.451763731895227,32
"114",0.9999,0.5,8,0.666666666666667,3,0.0512765522875817,32,0.0156862745098039,32
"115",0.9999,1,5,1,5,0.120110192837466,33,0.120110192837466,33
"116",0.9999,0.9,10,0.9,10,0.11103471691707,33,0.11103471691707,33
"117",0.9999,0.96,25,0.956521739130435,23,0.424806135893092,32,0.390644645209863,32
"118",0.9999,1,3,1,3,0.0321838464253325,33,0.0321838464253325,33
"119",0.9999,1,32,1,32,0.335915713623224,33,0.335915713623224,33
"120",0.9999,0.857142857142857,14,0.8,10,0.259620260387524,33,0.17963147963148,33
"121",0.9999,NA,0,NA,0,0,33,0,33
"122",0.9999,0.933333333333333,15,0.928571428571429,14,0.149817653107127,32,0.122039875329349,32
"123",0.9999,1,11,1,11,0.180060229625447,33,0.180060229625447,33
"124",0.9999,0.75,4,0.666666666666667,3,0.0616255724951377,33,0.0385375494071146,33
"125",0.9999,1,3,1,3,0.0391406323294868,33,0.0391406323294868,33
"126",0.9999,0.925925925925926,27,0.956521739130435,23,0.236118185168991,32,0.176279586267892,32
"127",0.9999,1,28,1,28,0.217958125232688,33,0.217958125232688,33
"128",0.9999,0.888888888888889,18,0.866666666666667,15,0.148598639632679,32,0.108163857023983,32
"129",0.9999,0.96,25,0.956521739130435,23,0.350105507381049,33,0.316593920928286,33
"130",0.9999,1,15,1,15,0.27512561588929,33,0.27512561588929,33
"131",0.9999,0.933333333333333,30,0.925925925925926,27,0.683707234887575,32,0.598045470181693,32
"132",0.9999,1,3,1,3,0.0635416666666667,32,0.0635416666666667,32
"133",0.9999,0.8,15,0.8,10,0.16503206223601,32,0.10768628301523,32
"134",0.9999,0.833333333333333,12,0.75,8,0.141818094759271,33,0.101991254932431,33
"135",0.9999,0.833333333333333,6,0.75,4,0.0983726533965768,33,0.0627049717958809,33
"136",0.9999,0.75,4,0.666666666666667,3,0.0885780885780886,33,0.0582750582750583,33
"137",0.9999,1,8,1,8,0.0670600414078675,32,0.0670600414078675,32
"138",0.9999,0.933333333333333,15,0.923076923076923,13,0.201278198766505,32,0.176873436861743,32
"139",0.9999,1,13,1,13,0.134359013306382,33,0.134359013306382,33
"140",0.9999,0.909090909090909,11,0.888888888888889,9,0.129547188128424,33,0.117106996740864,33
"141",0.9999,1,8,1,8,0.0950714711480262,33,0.0950714711480262,33
"142",0.9999,0.958333333333333,24,0.954545454545455,22,0.509228935315892,32,0.465668329255286,32
"143",0.9999,1,8,1,8,0.138549541898824,33,0.138549541898824,33
"144",0.9999,NA,0,NA,0,0,33,0,33
"145",0.9999,0.76,25,0.6875,16,0.310327016128604,33,0.215740468681645,33
"146",0.9999,1,9,1,9,0.175353535353535,33,0.175353535353535,33
"147",0.9999,1,6,1,6,0.0772333726879181,33,0.0772333726879181,33
"148",0.9999,1,28,1,28,0.363522399252768,33,0.363522399252768,33
"149",0.9999,1,21,1,21,0.271018442143884,33,0.271018442143884,33
"150",0.9999,0.909090909090909,11,0.888888888888889,9,0.161810813984727,32,0.116175893349806,32
"151",0.9999,0.833333333333333,6,0.75,4,0.0825048514703687,33,0.0411255411255411,33
"152",0.9999,0.967741935483871,31,0.96551724137931,29,0.262307748368354,33,0.248987735048341,33
"153",0.9999,0.952380952380952,21,0.947368421052632,19,0.25372389121696,33,0.229770067263136,33
"154",0.9999,0.8,5,0.75,4,0.043953823953824,33,0.0381818181818182,33
"155",0.9999,1,24,1,24,0.136401503634705,33,0.136401503634705,33
"156",0.9999,1,1,1,1,0.0213903743315508,33,0.0213903743315508,33
"157",0.9999,1,17,1,17,0.136543220549877,33,0.136543220549877,33
"158",0.9999,1,24,1,24,0.32282123673428,33,0.32282123673428,33
"159",0.9999,0.8125,16,0.7,10,0.1574350996226,32,0.05532471001221,32
"160",0.9999,0.888888888888889,9,0.875,8,0.0450786984754376,32,0.0393968802936194,32
"161",0.9999,1,8,1,8,0.0834431269213878,33,0.0834431269213878,33
"162",0.9999,1,5,1,5,0.143299663299663,33,0.143299663299663,33
"163",0.9999,0.933333333333333,30,0.962962962962963,27,0.578485943861438,33,0.539365643871573,33
"164",0.9999,1,29,1,29,0.697381024284845,33,0.697381024284845,33
"165",0.9999,0.818181818181818,11,0.9,10,0.189022719826409,33,0.189022719826409,33
"166",0.9999,0.944444444444444,18,0.9375,16,0.199646248717456,33,0.186532656656496,33
"167",0.9999,1,2,1,2,0.056026936026936,33,0.056026936026936,33
"168",0.9999,0.96969696969697,33,0.967741935483871,31,0.640531599830799,32,0.606877753676953,32
"169",0.9999,1,5,1,5,0.116719606502888,33,0.116719606502888,33
"170",0.9999,0.958333333333333,24,0.956521739130435,23,0.398259897828863,32,0.381593231162197,32
"171",0.9999,0.954545454545455,22,0.95,20,0.280705784844969,33,0.266245391437207,33
"172",0.9999,1,12,1,12,0.262145262145262,33,0.262145262145262,33
"173",0.9999,0.9,20,0.882352941176471,17,0.255608883869753,32,0.205660643704122,32
"174",0.9999,1,24,1,24,0.524817652862721,33,0.524817652862721,33
"175",0.9999,0.866666666666667,15,0.846153846153846,13,0.231681768523874,33,0.194607731449837,33
"176",0.9999,0.869565217391304,23,0.833333333333333,18,0.362333730112965,32,0.247759023418694,32
"177",0.9999,1,32,1,32,0.219540021357224,33,0.219540021357224,33
"178",0.9999,1,28,1,28,0.288798792809488,33,0.288798792809488,33
"179",0.9999,1,2,1,2,0.0375,32,0.0375,32
"180",0.9999,1,7,1,7,0.062515195242468,33,0.062515195242468,33
"181",0.9999,1,15,1,15,0.169217726693956,33,0.169217726693956,33
"182",0.9999,1,33,1,33,0.385223771996248,33,0.385223771996248,33
"183",0.9999,1,13,1,13,0.164577435523972,33,0.164577435523972,33
"184",0.9999,1,7,1,7,0.109475709475709,33,0.109475709475709,33
"185",0.9999,1,16,1,16,0.185421046527766,33,0.185421046527766,33
"186",0.9999,1,32,1,32,0.52358251176433,33,0.52358251176433,33
"187",0.9999,1,7,1,7,0.0997302214693519,33,0.0997302214693519,33
"188",0.9999,0.888888888888889,18,0.866666666666667,15,0.242099987554533,33,0.18446065718793,33
"189",0.9999,0.954545454545455,22,0.95,20,0.229875557106678,33,0.204964795353811,33
"190",0.9999,NA,0,NA,0,0,33,0,33
"191",0.9999,1,12,1,12,0.172357055570262,33,0.172357055570262,33
"192",0.9999,0.714285714285714,7,0.333333333333333,3,0.121823859302406,32,0.0217391304347826,32
"193",0.9999,0.857142857142857,21,0.941176470588235,17,0.296422195352677,33,0.26005855898904,33
"194",0.9999,1,9,1,9,0.132772718979616,33,0.132772718979616,33
"195",0.9999,1,27,1,27,0.363260712633849,33,0.363260712633849,33
"196",0.9999,0.833333333333333,6,0.75,4,0.0523255595719364,33,0.0371233704567038,33
"197",0.9999,1,11,1,11,0.220059811364159,33,0.220059811364159,33
"198",0.9999,1,1,1,1,0.00833333333333333,32,0.00833333333333333,32
"199",0.9999,1,12,1,12,0.26308259641593,33,0.26308259641593,33
"200",0.9999,1,5,1,5,0.0836345170710496,33,0.0836345170710496,33
"201",0.9999,0.888888888888889,18,0.933333333333333,15,0.180267360133846,32,0.160859465397004,32
"202",0.9999,0.923076923076923,13,0.909090909090909,11,0.0886054578295061,33,0.0532519224759707,33
"203",0.9999,1,3,1,3,0.0363636363636364,33,0.0363636363636364,33
"204",0.9999,0.966666666666667,30,0.966666666666667,30,0.303043888981389,32,0.303043888981389,32
"205",0.9999,0.956521739130435,23,0.952380952380952,21,0.508827063043857,32,0.46077214313539,32
"206",0.9999,0.916666666666667,24,0.9,20,0.477794601932482,32,0.372120259827219,32
"207",0.9999,0.933333333333333,15,0.923076923076923,13,0.134629539688828,33,0.0908584959177845,33
"208",0.9999,0.8,15,0.8,10,0.28238665012642,32,0.183282847326965,32
"209",0.9999,1,27,1,27,0.319900913276995,33,0.319900913276995,33
"210",0.9999,0.625,8,0.8,5,0.0941127837679562,33,0.0854547751099475,33
"211",0.9999,1,32,1,32,0.234871548204882,33,0.234871548204882,33
"212",0.9999,0.666666666666667,3,0.666666666666667,3,0.0454695767195767,32,0.0454695767195767,32
