"","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",0.9999,1,18,1,18,0.271921494143716,18,0.271921494143716,18
"2",0.9999,NA,0,NA,0,0,18,0,18
"3",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"4",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"5",0.9999,1,18,1,18,0.692592592592593,18,0.692592592592593,18
"6",0.9999,0.888888888888889,18,0.941176470588235,17,0.737934904601571,18,0.737934904601571,18
"7",0.9999,1,18,1,18,0.771717171717172,18,0.771717171717172,18
"8",0.9999,0.944444444444444,18,0.9375,16,0.591269841269841,18,0.507936507936508,18
"9",0.9999,1,18,1,18,0.821123321123321,18,0.821123321123321,18
"10",0.9999,NA,0,NA,0,0,18,0,18
"11",0.9999,1,18,1,18,0.739393939393939,18,0.739393939393939,18
"12",0.9999,1,18,1,18,0.5,18,0.5,18
"13",0.9999,1,18,1,18,0.674688274688275,18,0.674688274688275,18
"14",0.9999,0.888888888888889,18,0.857142857142857,14,0.385062539277099,18,0.326086075128221,18
"15",0.9999,NA,0,NA,0,0,18,0,18
"16",0.9999,1,18,1,18,0.457671957671958,18,0.457671957671958,18
"17",0.9999,1,18,1,18,1,18,1,18
"18",0.9999,1,18,1,18,0.925925925925926,18,0.925925925925926,18
"19",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"20",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"21",0.9999,1,18,1,18,0.96551724137931,18,0.96551724137931,18
"22",0.9999,1,18,1,18,0.989417989417989,18,0.989417989417989,18
"23",0.9999,NA,0,NA,0,0,18,0,18
"24",0.9999,1,18,1,18,0.961941251596424,18,0.961941251596424,18
"25",0.9999,NA,0,NA,0,0,18,0,18
"26",0.9999,1,18,1,18,0.982905982905983,18,0.982905982905983,18
"27",0.9999,1,18,1,18,0.96551724137931,18,0.96551724137931,18
"28",0.9999,1,18,1,18,0.96551724137931,18,0.96551724137931,18
"29",0.9999,NA,0,NA,0,0,18,0,18
"30",0.9999,1,18,1,18,0.755555555555556,18,0.755555555555556,18
"31",0.9999,1,18,1,18,0.867389060887513,18,0.867389060887513,18
"32",0.9999,1,18,1,18,0.913900913900914,18,0.913900913900914,18
"33",0.9999,1,18,1,18,0.89760348583878,18,0.89760348583878,18
"34",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"35",0.9999,1,18,1,18,0.93690932311622,18,0.93690932311622,18
"36",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"37",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"38",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"39",0.9999,1,18,1,18,0.883690708252112,18,0.883690708252112,18
"40",0.9999,1,18,1,18,0.803174603174603,18,0.803174603174603,18
"41",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"42",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"43",0.9999,1,18,1,18,0.993464052287582,18,0.993464052287582,18
"44",0.9999,1,18,1,18,0.8,18,0.8,18
"45",0.9999,1,18,1,18,0.473015873015873,18,0.473015873015873,18
"46",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"47",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"48",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"49",0.9999,0.916666666666667,12,0.9,10,0.30546955624355,18,0.245614035087719,18
"50",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"51",0.9999,0.944444444444444,18,0.9375,16,0.503968253968254,18,0.448412698412698,18
"52",0.9999,1,18,1,18,0.786083052749719,18,0.786083052749719,18
"53",0.9999,0.916666666666667,12,0.909090909090909,11,0.44500466853408,18,0.400560224089636,18
"54",0.9999,1,18,1,18,1,18,1,18
"55",0.9999,0.833333333333333,18,0.928571428571429,14,0.681927039821777,18,0.588359788359788,18
"56",0.9999,0.888888888888889,18,0.933333333333333,15,0.833333333333333,18,0.734567901234568,18
"57",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"58",0.9999,1,18,1,18,0.831986531986532,18,0.831986531986532,18
"59",0.9999,1,18,1,18,1,18,1,18
"60",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"61",0.9999,NA,0,NA,0,0,18,0,18
"62",0.9999,0.944444444444444,18,0.9375,16,0.555555555555556,18,0.496031746031746,18
"63",0.9999,0.944444444444444,18,0.9375,16,0.773333333333333,18,0.675555555555556,18
"64",0.9999,1,18,1,18,0.869565217391304,18,0.869565217391304,18
"65",0.9999,1,18,1,18,0.648618538324421,18,0.648618538324421,18
"66",0.9999,0.944444444444444,18,0.9375,16,0.840854700854701,18,0.744786324786325,18
"67",0.9999,1,18,1,18,0.743019407493092,18,0.743019407493092,18
"68",0.9999,1,18,1,18,0.752777777777778,18,0.752777777777778,18
"69",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"70",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"71",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"72",0.9999,0.846153846153846,13,0.909090909090909,11,0.495831329164662,18,0.464085297418631,18
"73",0.9999,1,18,1,18,0.92940170940171,18,0.92940170940171,18
"74",0.9999,1,1,1,1,0.0555555555555556,18,0.0555555555555556,18
"75",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"76",0.9999,0.933333333333333,15,0.923076923076923,13,0.388888888888889,18,0.33641975308642,18
"77",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"78",0.9999,NA,0,NA,0,0,17,0,17
"79",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"80",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"81",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"82",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"83",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"84",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"85",0.9999,1,18,1,18,0.901234567901235,18,0.901234567901235,18
"86",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"87",0.9999,1,18,1,18,0.708333333333333,18,0.708333333333333,18
"88",0.9999,1,18,1,18,0.932461873638344,18,0.932461873638344,18
"89",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"90",0.9999,1,18,1,18,0.75,18,0.75,18
"91",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"92",0.9999,1,18,1,18,0.773412698412698,18,0.773412698412698,18
"93",0.9999,1,18,1,18,0.8,18,0.8,18
"94",0.9999,1,18,1,18,0.659044659044659,18,0.659044659044659,18
"95",0.9999,1,18,1,18,0.8,18,0.8,18
"96",0.9999,1,18,1,18,0.558024691358025,18,0.558024691358025,18
"97",0.9999,NA,0,NA,0,0,18,0,18
"98",0.9999,0.944444444444444,18,0.944444444444444,18,0.410695187165775,17,0.410695187165775,17
"99",0.9999,NA,0,NA,0,0,18,0,18
"100",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"101",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"102",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"103",0.9999,1,18,1,18,0.506666666666667,18,0.506666666666667,18
"104",0.9999,0.944444444444444,18,0.944444444444444,18,0.697530864197531,18,0.697530864197531,18
"105",0.9999,1,18,1,18,0.869070825211176,18,0.869070825211176,18
"106",0.9999,1,18,1,18,0.606060606060606,18,0.606060606060606,18
"107",0.9999,1,18,1,18,0.621082621082621,18,0.621082621082621,18
"108",0.9999,1,18,1,18,0.503703703703704,18,0.503703703703704,18
"109",0.9999,1,18,1,18,0.694954392013216,18,0.694954392013216,18
"110",0.9999,1,9,1,9,0.274236874236874,18,0.274236874236874,18
"111",0.9999,1,18,1,18,0.558730158730159,18,0.558730158730159,18
"112",0.9999,1,18,1,18,0.460899202849667,18,0.460899202849667,18
"113",0.9999,1,10,1,10,0.37037037037037,18,0.37037037037037,18
"114",0.9999,1,1,1,1,0.037037037037037,18,0.037037037037037,18
"115",0.9999,1,18,1,18,0.977777777777778,18,0.977777777777778,18
"116",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"117",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"118",0.9999,1,18,1,18,0.931660692951016,18,0.931660692951016,18
"119",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"120",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"121",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"122",0.9999,1,18,1,18,0.96551724137931,18,0.96551724137931,18
"123",0.9999,1,18,1,18,0.96551724137931,18,0.96551724137931,18
"124",0.9999,1,18,1,18,0.608377540549883,18,0.608377540549883,18
"125",0.9999,0.5,2,0,1,0.0555555555555556,18,0,18
"126",0.9999,1,18,1,18,0.991111111111111,18,0.991111111111111,18
"127",0.9999,1,18,1,18,0.926642771804062,18,0.926642771804062,18
"128",0.9999,1,18,1,18,0.8,18,0.8,18
"129",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"130",0.9999,NA,0,NA,0,0,18,0,18
"131",0.9999,1,1,1,1,0.0317460317460317,18,0.0317460317460317,18
"132",0.9999,NA,0,NA,0,0,18,0,18
"133",0.9999,1,18,1,18,0.570012086678753,18,0.570012086678753,18
"134",0.9999,1,1,1,1,0.0261437908496732,17,0.0261437908496732,17
"135",0.9999,1,18,1,18,0.768574635241302,18,0.768574635241302,18
"136",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"137",0.9999,1,18,1,18,0.847407407407407,18,0.847407407407407,18
"138",0.9999,1,18,1,18,0.888888888888889,18,0.888888888888889,18
"139",0.9999,1,18,1,18,0.888888888888889,18,0.888888888888889,18
"140",0.9999,1,18,1,18,1,18,1,18
"141",0.9999,1,18,1,18,0.651851851851852,18,0.651851851851852,18
"142",0.9999,1,18,1,18,0.894698620188816,18,0.894698620188816,18
"143",0.9999,1,18,1,18,0.888888888888889,18,0.888888888888889,18
"144",0.9999,1,18,1,18,0.662144720612154,18,0.662144720612154,18
"145",0.9999,1,18,1,18,0.904699165568731,18,0.904699165568731,18
"146",0.9999,1,18,1,18,0.888888888888889,18,0.888888888888889,18
"147",0.9999,1,18,1,18,0.928571428571429,18,0.928571428571429,18
"148",0.9999,1,18,1,18,0.96,18,0.96,18
"149",0.9999,1,18,1,18,0.916666666666667,18,0.916666666666667,18
"150",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"151",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"152",0.9999,1,18,1,18,0.908888888888889,18,0.908888888888889,18
"153",0.9999,1,18,1,18,0.888888888888889,18,0.888888888888889,18
"154",0.9999,0.888888888888889,18,0.933333333333333,15,0.448092031425365,18,0.407687991021324,18
"155",0.9999,NA,0,NA,0,0,18,0,18
"156",0.9999,1,18,1,18,0.277014652014652,18,0.277014652014652,18
"157",0.9999,1,18,1,18,0.78989898989899,18,0.78989898989899,18
"158",0.9999,1,18,1,18,0.444444444444444,18,0.444444444444444,18
"159",0.9999,1,18,1,18,0.616694416694417,18,0.616694416694417,18
"160",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"161",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"162",0.9999,1,18,1,18,0.603174603174603,18,0.603174603174603,18
"163",0.9999,1,18,1,18,0.775757575757576,18,0.775757575757576,18
"164",0.9999,1,18,1,18,0.896486229819563,18,0.896486229819563,18
"165",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"166",0.9999,1,18,1,18,0.888888888888889,18,0.888888888888889,18
"167",0.9999,1,18,1,18,0.547619047619048,18,0.547619047619048,18
"168",0.9999,1,18,1,18,0.901234567901235,18,0.901234567901235,18
"169",0.9999,1,18,1,18,0.531746031746032,18,0.531746031746032,18
"170",0.9999,0.944444444444444,18,0.9375,16,0.793289015511238,18,0.707818930041152,18
"171",0.9999,1,18,1,18,0.333333333333333,18,0.333333333333333,18
"172",0.9999,1,18,1,18,0.680911680911681,18,0.680911680911681,18
"173",0.9999,1,18,1,18,0.803174603174603,18,0.803174603174603,18
"174",0.9999,1,18,1,18,0.848148148148148,18,0.848148148148148,18
"175",0.9999,1,18,1,18,0.900508351488744,18,0.900508351488744,18
"176",0.9999,1,18,1,18,0.923076923076923,18,0.923076923076923,18
"177",0.9999,1,18,1,18,0.997777777777778,18,0.997777777777778,18
"178",0.9999,0.944444444444444,18,0.9375,16,0.644568938686586,18,0.564451979622258,18
"179",0.9999,1,18,1,18,0.162014230979748,18,0.162014230979748,18
"180",0.9999,1,18,1,18,0.800897867564534,18,0.800897867564534,18
"181",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"182",0.9999,1,18,1,18,0.50705467372134,18,0.50705467372134,18
"183",0.9999,1,18,1,18,0.824691358024691,18,0.824691358024691,18
"184",0.9999,1,18,1,18,0.666422466422466,18,0.666422466422466,18
"185",0.9999,1,18,1,18,0.747814639805486,18,0.747814639805486,18
"186",0.9999,0.944444444444444,18,0.9375,16,0.480864197530864,18,0.425308641975309,18
"187",0.9999,1,18,1,18,0.926553317857666,18,0.926553317857666,18
"188",0.9999,1,18,1,18,0.825925925925926,18,0.825925925925926,18
"189",0.9999,1,3,1,3,0.105820105820106,18,0.105820105820106,18
"190",0.9999,1,18,1,18,0.333068783068783,18,0.333068783068783,18
"191",0.9999,1,18,1,18,0.735353535353535,18,0.735353535353535,18
"192",0.9999,1,18,1,18,0.8,18,0.8,18
"193",0.9999,1,9,1,9,0.340740740740741,18,0.340740740740741,18
"194",0.9999,1,18,1,18,0.365656565656566,18,0.365656565656566,18
"195",0.9999,1,18,1,18,0.775084395221695,18,0.775084395221695,18
"196",0.9999,1,18,1,18,0.962222222222222,18,0.962222222222222,18
"197",0.9999,1,18,1,18,0.806172839506173,18,0.806172839506173,18
"198",0.9999,1,18,1,18,0.628601953601954,18,0.628601953601954,18
"199",0.9999,0.944444444444444,18,0.9375,16,0.511904761904762,18,0.448412698412698,18
"200",0.9999,0.916666666666667,12,0.909090909090909,11,0.544444444444445,18,0.488888888888889,18
"201",0.9999,NA,0,NA,0,0,18,0,18
"202",0.9999,1,18,1,18,0.772222222222222,18,0.772222222222222,18
"203",0.9999,1,18,1,18,0.352777777777778,18,0.352777777777778,18
"204",0.9999,1,18,1,18,0.942273307790549,18,0.942273307790549,18
"205",0.9999,1,18,1,18,0.619047619047619,18,0.619047619047619,18
"206",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"207",0.9999,1,18,1,18,0.452188552188552,18,0.452188552188552,18
"208",0.9999,1,18,1,18,1,18,1,18
"209",0.9999,1,18,1,18,0.8,18,0.8,18
"210",0.9999,NA,0,NA,0,0,18,0,18
"211",0.9999,NA,0,NA,0,0,18,0,18
"212",0.9999,1,18,1,18,0.846560846560847,18,0.846560846560847,18
"213",0.9999,1,18,1,18,0.576719576719577,18,0.576719576719577,18
"214",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"215",0.9999,1,18,1,18,0.608695652173913,18,0.608695652173913,18
"216",0.9999,NA,0,NA,0,0,18,0,18
"217",0.9999,0.5,2,0,1,0.0317460317460317,18,0,18
"218",0.9999,1,1,1,1,0.0555555555555556,18,0.0555555555555556,18
"219",0.9999,1,18,1,18,0.608465608465608,18,0.608465608465608,18
"220",0.9999,1,18,1,18,0.45679012345679,18,0.45679012345679,18
"221",0.9999,1,18,1,18,0.428571428571429,18,0.428571428571429,18
"222",0.9999,0.888888888888889,9,0.875,8,0.32962962962963,18,0.285185185185185,18
"223",0.9999,1,18,1,18,0.895061728395062,18,0.895061728395062,18
"224",0.9999,1,18,1,18,0.844444444444444,18,0.844444444444444,18
"225",0.9999,1,18,1,18,0.657213157213157,18,0.657213157213157,18
"226",0.9999,1,18,1,18,0.751515151515151,18,0.751515151515151,18
"227",0.9999,1,18,1,18,0.888888888888889,18,0.888888888888889,18
"228",0.9999,1,18,1,18,0.444444444444444,18,0.444444444444444,18
"229",0.9999,1,18,1,18,0.727272727272727,18,0.727272727272727,18
"230",0.9999,0.944444444444444,18,0.9375,16,0.656056680274834,18,0.589390013608168,18
"231",0.9999,1,18,1,18,0.96551724137931,18,0.96551724137931,18
"232",0.9999,1,18,1,18,0.92940170940171,18,0.92940170940171,18
"233",0.9999,1,18,1,18,0.960153256704981,18,0.960153256704981,18
"234",0.9999,1,2,1,2,0.0572390572390572,18,0.0572390572390572,18
"235",0.9999,0.933333333333333,15,0.928571428571429,14,0.697530864197531,18,0.641975308641975,18
"236",0.9999,1,9,1,9,0.245715323166304,18,0.245715323166304,18
"237",0.9999,1,18,1,18,0.727272727272727,18,0.727272727272727,18
"238",0.9999,0.944444444444444,18,0.9375,16,0.702279202279202,18,0.616809116809117,18
"239",0.9999,1,18,1,18,0.513227513227513,18,0.513227513227513,18
"240",0.9999,1,18,1,18,0.783068783068783,18,0.783068783068783,18
"241",0.9999,0.944444444444444,18,0.9375,16,0.679012345679012,18,0.623456790123457,18
"242",0.9999,0.823529411764706,17,0.928571428571429,14,0.655555555555556,18,0.6,18
"243",0.9999,1,18,1,18,0.811111111111111,18,0.811111111111111,18
"244",0.9999,1,18,1,18,0.855128205128205,18,0.855128205128205,18
"245",0.9999,1,18,1,18,0.939487179487179,18,0.939487179487179,18
"246",0.9999,1,18,1,18,0.912127814088598,18,0.912127814088598,18
"247",0.9999,0.888888888888889,18,0.941176470588235,17,0.884444444444444,18,0.884444444444444,18
"248",0.9999,1,18,1,18,0.82962962962963,18,0.82962962962963,18
"249",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"250",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"251",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"252",0.9999,0.944444444444444,18,0.941176470588235,17,0.904761904761905,18,0.849206349206349,18
"253",0.9999,1,18,1,18,0.603174603174603,18,0.603174603174603,18
"254",0.9999,1,18,1,18,0.639618406285073,18,0.639618406285073,18
"255",0.9999,1,18,1,18,0.888888888888889,18,0.888888888888889,18
"256",0.9999,1,18,1,18,0.538993304215182,18,0.538993304215182,18
"257",0.9999,1,18,1,18,0.942528735632184,18,0.942528735632184,18
"258",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"259",0.9999,1,18,1,18,0.853333333333333,18,0.853333333333333,18
"260",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"261",0.9999,1,18,1,18,0.923076923076923,18,0.923076923076923,18
"262",0.9999,1,18,1,18,0.924970131421744,18,0.924970131421744,18
"263",0.9999,1,18,1,18,0.821052631578947,18,0.821052631578947,18
"264",0.9999,1,18,1,18,1,18,1,18
"265",0.9999,1,18,1,18,0.665907006077285,18,0.665907006077285,18
"266",0.9999,1,18,1,18,0.950572553229558,18,0.950572553229558,18
"267",0.9999,1,18,1,18,0.373737373737374,18,0.373737373737374,18
"268",0.9999,1,18,1,18,0.603174603174603,18,0.603174603174603,18
"269",0.9999,NA,0,NA,0,0,18,0,18
"270",0.9999,1,12,1,12,0.342857142857143,18,0.342857142857143,18
"271",0.9999,1,18,1,18,0.515873015873016,18,0.515873015873016,18
"272",0.9999,1,18,1,18,0.935897435897436,18,0.935897435897436,18
"273",0.9999,0.944444444444444,18,0.9375,16,0.746031746031746,18,0.68009768009768,18
"274",0.9999,1,18,1,18,0.907407407407407,18,0.907407407407407,18
"275",0.9999,1,18,1,18,0.909090909090909,18,0.909090909090909,18
"276",0.9999,1,18,1,18,0.458513708513708,18,0.458513708513708,18
"277",0.9999,0.944444444444444,18,0.9375,16,0.673015873015873,18,0.613756613756614,18
"278",0.9999,1,18,1,18,0.777553310886644,18,0.777553310886644,18
"279",0.9999,1,18,1,18,0.316239316239316,18,0.316239316239316,18
"280",0.9999,1,18,1,18,0.53968253968254,18,0.53968253968254,18
"281",0.9999,1,18,1,18,0.666666666666667,18,0.666666666666667,18
"282",0.9999,NA,0,NA,0,0,18,0,18
"283",0.9999,1,18,1,18,0.666666666666667,18,0.666666666666667,18
"284",0.9999,1,18,1,18,0.734968734968735,18,0.734968734968735,18
"285",0.9999,1,18,1,18,0.431818181818182,18,0.431818181818182,18
"286",0.9999,1,18,1,18,0.838095238095238,18,0.838095238095238,18
"287",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"288",0.9999,1,18,1,18,0.5,18,0.5,18
"289",0.9999,1,18,1,18,0.889500439552039,18,0.889500439552039,18
"290",0.9999,1,18,1,18,0.889328063241107,18,0.889328063241107,18
"291",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"292",0.9999,1,18,1,18,0.765196078431372,18,0.765196078431372,18
"293",0.9999,1,18,1,18,0.479365079365079,18,0.479365079365079,18
"294",0.9999,1,18,1,18,0.893719806763285,18,0.893719806763285,18
"295",0.9999,1,18,1,18,0.869565217391304,18,0.869565217391304,18
"296",0.9999,1,18,1,18,0.96551724137931,18,0.96551724137931,18
"297",0.9999,1,18,1,18,0.812962962962963,18,0.812962962962963,18
"298",0.9999,1,18,1,18,0.291005291005291,18,0.291005291005291,18
"299",0.9999,0.944444444444444,18,0.9375,16,0.454882154882155,18,0.377441077441077,18
"300",0.9999,0.944444444444444,18,0.941176470588235,17,0.489417989417989,18,0.457671957671958,18
"301",0.9999,1,18,1,18,0.601709401709402,18,0.601709401709402,18
"302",0.9999,NA,0,NA,0,0,18,0,18
"303",0.9999,NA,0,NA,0,0,18,0,18
"304",0.9999,0.944444444444444,18,0.941176470588235,17,0.944444444444444,18,0.888888888888889,18
"305",0.9999,0.944444444444444,18,0.9375,16,0.818613485280152,18,0.719848053181387,18
"306",0.9999,1,18,1,18,0.933333333333333,18,0.933333333333333,18
"307",0.9999,1,18,1,18,0.963729246487867,18,0.963729246487867,18
"308",0.9999,1,12,1,12,0.433862433862434,18,0.433862433862434,18
"309",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"310",0.9999,1,18,1,18,0.903225806451613,18,0.903225806451613,18
"311",0.9999,1,18,1,18,1,18,1,18
"312",0.9999,1,18,1,18,0.551146384479718,18,0.551146384479718,18
"313",0.9999,1,18,1,18,0.198412698412698,18,0.198412698412698,18
"314",0.9999,NA,0,NA,0,0,18,0,18
"315",0.9999,1,18,1,18,0.666666666666667,18,0.666666666666667,18
"316",0.9999,1,18,1,18,0.793650793650794,18,0.793650793650794,18
"317",0.9999,0.833333333333333,6,0.833333333333333,6,0.233333333333333,18,0.233333333333333,18
"318",0.9999,1,18,1,18,0.525302257655199,18,0.525302257655199,18
"319",0.9999,1,18,1,18,0.938697318007663,18,0.938697318007663,18
"320",0.9999,1,18,1,18,0.711111111111111,18,0.711111111111111,18
"321",0.9999,1,18,1,18,0.533333333333333,18,0.533333333333333,18
"322",0.9999,1,18,1,18,0.444444444444444,18,0.444444444444444,18
"323",0.9999,1,18,1,18,0.451499118165785,18,0.451499118165785,18
"324",0.9999,1,18,1,18,0.815873015873016,18,0.815873015873016,18
"325",0.9999,1,18,1,18,0.875457875457875,18,0.875457875457875,18
