"","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",0.9999,1,18,1,18,0.616748768472906,18,0.616748768472906,18
"2",0.9999,1,8,1,8,0.173785137724737,18,0.173785137724737,18
"3",0.9999,1,5,1,5,0.243386243386243,18,0.243386243386243,18
"4",0.9999,1,6,1,6,0.163888888888889,18,0.163888888888889,18
"5",0.9999,1,16,1,16,0.632183908045977,18,0.632183908045977,18
"6",0.9999,1,10,1,10,0.161403721687744,17,0.161403721687744,17
"7",0.9999,1,3,1,3,0.0743947410614077,18,0.0743947410614077,18
"8",0.9999,NA,0,NA,0,0,18,0,18
"9",0.9999,0.8,10,0.888888888888889,9,0.131421250318309,16,0.131421250318309,16
"10",0.9999,NA,0,NA,0,0,18,0,18
"11",0.9999,1,3,1,3,0.133333333333333,18,0.133333333333333,18
"12",0.9999,0.75,12,0.714285714285714,7,0.17484888692319,17,0.0929971988795518,17
"13",0.9999,0.8,10,0.875,8,0.186336572588384,17,0.169529849899308,17
"14",0.9999,0.444444444444444,9,0,2,0.119665487768936,16,0,16
"15",0.9999,1,2,1,2,0.0448717948717949,18,0.0448717948717949,18
"16",0.9999,0.714285714285714,7,0.5,4,0.118149824032177,17,0.028657616892911,17
"17",0.9999,1,5,1,5,0.129610585492938,17,0.129610585492938,17
"18",0.9999,1,4,1,4,0.146262426539243,17,0.146262426539243,17
"19",0.9999,NA,0,NA,0,0,18,0,18
"20",0.9999,1,8,1,8,0.292955192955193,18,0.292955192955193,18
"21",0.9999,1,18,1,18,0.159338923735059,18,0.159338923735059,18
"22",0.9999,0.941176470588235,17,0.933333333333333,15,0.261481429335784,17,0.24402829423559,17
"23",0.9999,NA,0,NA,0,0,18,0,18
"24",0.9999,NA,0,NA,0,0,18,0,18
"25",0.9999,0.625,8,0.6,5,0.127871148459384,17,0.103361344537815,17
"26",0.9999,0.833333333333333,18,0.933333333333333,15,0.578444300797242,17,0.53138547726783,17
"27",0.9999,1,9,1,9,0.275683518978538,18,0.275683518978538,18
"28",0.9999,1,6,1,6,0.129281479189858,18,0.129281479189858,18
"29",0.9999,NA,0,NA,0,0,18,0,18
"30",0.9999,1,18,1,18,0.273374671490614,18,0.273374671490614,18
"31",0.9999,1,8,1,8,0.288430975267031,18,0.288430975267031,18
"32",0.9999,0.909090909090909,11,0.888888888888889,9,0.249639764422373,18,0.222232357014966,18
"33",0.9999,1,3,1,3,0.132478632478632,18,0.132478632478632,18
"34",0.9999,1,13,1,13,0.314543554495245,18,0.314543554495245,18
"35",0.9999,1,7,1,7,0.248429716265974,18,0.248429716265974,18
"36",0.9999,0.833333333333333,6,0.75,4,0.265654648956357,17,0.159392789373814,17
"37",0.9999,1,2,1,2,0.0907407407407407,18,0.0907407407407407,18
"38",0.9999,1,3,1,3,0.0984126984126984,18,0.0984126984126984,18
"39",0.9999,0,1,0,1,0,18,0,18
"40",0.9999,0.944444444444444,18,0.9375,16,0.427243202946528,17,0.385392470558711,17
"41",0.9999,1,2,1,2,0.0285829307568438,18,0.0285829307568438,18
"42",0.9999,1,2,1,2,0.0787037037037037,18,0.0787037037037037,18
"43",0.9999,0.941176470588235,17,0.9375,16,0.497657516650652,18,0.464324183317318,18
"44",0.9999,1,1,1,1,0.0277777777777778,18,0.0277777777777778,18
"45",0.9999,0.9375,16,0.928571428571429,14,0.378057022602643,17,0.329759808980352,17
